,General Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not
7470,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",R37007,370_VIP_DAB_2,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,,,,0,USD,Actual,,,FCA,,1.00%,0,USD,0,No usage,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7480,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",R37008,370_VIP_DAB_2,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,,,,0,USD,Actual,,,FCA,,1.00%,0,USD,0,No usage,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7490,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",R37009,370_VIP_DAB_2,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,,,,0,USD,Actual,,,FCA,,1.00%,0,USD,0,No usage,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7500,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",R37010,370_VIP_DAB_2,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,,,,0,USD,Actual,,,FCA,,1.00%,0,USD,0,No usage,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P133013BFDNCAC,"RES-TF,33,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7510,P147015BFDMCAC,"RES-TF,47,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",R37011,370_VIP_DAB_2,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,"KOA SPEER ELECTRONICS, INC.",,0.00055,,,0.00055,USD,Actual,,,FCA,,1.00%,0.00055,USD,0.00055,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147015BFDMCAC,"RES-TF,47,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,"KOA SPEER ELECTRONICS, INC."
7520,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R40001,400_CAN,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7530,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R40002,400_CAN,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7540,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",R40003,400_CAN,2,,EBOM,Each,Buy,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,KAMAYA INC,,0.00053,,,0.00053,USD,Actual,,,FCA,,1.00%,0.00053,USD,0.00053,Chihuahua,,,,,0,,,0.0005,0.0005,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0005,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,448,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.001,0,KAMAYA INC
7550,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",R40004,400_CAN,2,,EBOM,Each,Buy,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,KAMAYA INC,,0.00053,,,0.00053,USD,Actual,,,FCA,,1.00%,0.00053,USD,0.00053,Chihuahua,,,,,0,,,0.0005,0.0005,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0005,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,448,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.001,0,KAMAYA INC
7560,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",R40005,400_CAN,2,,EBOM,Each,Buy,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,KAMAYA INC,,0.00053,,,0.00053,USD,Actual,,,FCA,,1.00%,0.00053,USD,0.00053,Chihuahua,,,,,0,,,0.0005,0.0005,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0005,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,448,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.001,0,KAMAYA INC
7570,P110023BFDNCAC,"RES-TF,100,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",R40006,400_CAN,2,,EBOM,Each,Buy,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"KOA SPEER ELECTRONICS, INC.",,0.00082,,,0.00082,USD,Actual,,,FCA,,1.00%,0.00082,USD,0.00082,Chihuahua,,,,,0,,,0.0008,0.0008,0.0008,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0008,0.0008,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,398,P110023BFDNCAC,"RES-TF,100,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.001,0,"KOA SPEER ELECTRONICS, INC."
7580,P110023BFDNCAC,"RES-TF,100,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",R40007,400_CAN,2,,EBOM,Each,Buy,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"KOA SPEER ELECTRONICS, INC.",,0.00082,,,0.00082,USD,Actual,,,FCA,,1.00%,0.00082,USD,0.00082,Chihuahua,,,,,0,,,0.0008,0.0008,0.0008,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0008,0.0008,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,398,P110023BFDNCAC,"RES-TF,100,0000R,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.001,0,"KOA SPEER ELECTRONICS, INC."
7590,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R41001,410_DAB_DRDL,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7600,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R41002,410_DAB_DRDL,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7610,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",R41003,410_DAB_DRDL,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00053,,,0.00053,USD,Actual,,,FCA,,1.00%,0.00053,USD,0.00053,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7620,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",R41004,410_DAB_DRDL,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00053,,,0.00053,USD,Actual,,,FCA,,1.00%,0.00053,USD,0.00053,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7630,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",R41005,410_DAB_DRDL,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00053,,,0.00053,USD,Actual,,,FCA,,1.00%,0.00053,USD,0.00053,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110043BFDNCAC,"RES-TF,10,0000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7640,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",R42001,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00036,,,0.00036,USD,Actual,,,FCA,,1.00%,0.00036,USD,0.00036,Chihuahua,,,,,0,,,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7650,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",R42002,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00036,,,0.00036,USD,Actual,,,FCA,,1.00%,0.00036,USD,0.00036,Chihuahua,,,,,0,,,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7660,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R42003,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7670,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R42004,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7680,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R42005,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7690,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",R42006,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00146,,,0.00146,USD,Actual,,,FCA,,1.00%,0.00146,USD,0.00146,Chihuahua,,,,,0,,,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P160413BFJNAAE,"RES-TF,60,4000R,1,0000%,250,000mW,100ppm/C,155,000C,1206",0.000,0,KAMAYA INC
7700,P110025BFDMCAC,"RES-TF,100,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",R42007,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00036,,,0.00036,USD,Actual,,,FCA,,1.00%,0.00036,USD,0.00036,Chihuahua,,,,,0,,,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110025BFDMCAC,"RES-TF,100,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7710,P110025BFDMCAC,"RES-TF,100,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",R42008,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00036,,,0.00036,USD,Actual,,,FCA,,1.00%,0.00036,USD,0.00036,Chihuahua,,,,,0,,,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110025BFDMCAC,"RES-TF,100,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7720,P110025BFDMCAC,"RES-TF,100,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",R42009,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00036,,,0.00036,USD,Actual,,,FCA,,1.00%,0.00036,USD,0.00036,Chihuahua,,,,,0,,,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110025BFDMCAC,"RES-TF,100,0000R,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,KAMAYA INC
7730,P143033BFDNCAC,"RES-TF,4,3000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",R42010,420_SDARS_DRDL,2,,EBOM,Each,Buy,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KAMAYA INC,,0.00053,,,0.00053,USD,Actual,,,FCA,,1.00%,0.00053,USD,0.00053,Reynosa,,,,,0,,,0.0000,0.0000,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P143033BFDNCAC,"RES-TF,4,3000k,1,0000%,63,000mW,100ppm/C,155,000C,0402",0.000,0,KAMAYA INC
