,General Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not
3500,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C65004,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0012,,,0.0012,USD,Actual,,,FCA,,1.00%,0.0012,USD,0.0012,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3510,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C65005,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0012,,,0.0012,USD,Actual,,,FCA,,1.00%,0.0012,USD,0.0012,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3520,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C65006,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0012,,,0.0012,USD,Actual,,,FCA,,1.00%,0.0012,USD,0.0012,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3530,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C65008,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0012,,,0.0012,USD,Actual,,,FCA,,1.00%,0.0012,USD,0.0012,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3540,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C65009,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0012,,,0.0012,USD,Actual,,,FCA,,1.00%,0.0012,USD,0.0012,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3550,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C65010,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0012,,,0.0012,USD,Actual,,,FCA,,1.00%,0.0012,USD,0.0012,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3560,P210247BFKAAAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,,0402",C65011,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00081,,,0.00081,USD,Actual,,,FCA,,1.00%,0.00081,USD,0.00081,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210247BFKAAAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,,0402",0.000,0,KAMAYA INC
3570,P210247BFKAAAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,,0402",C65012,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00081,,,0.00081,USD,Actual,,,FCA,,1.00%,0.00081,USD,0.00081,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210247BFKAAAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,,0402",0.000,0,KAMAYA INC
3580,P210247BFKAFAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,Poly Term,0402",C65013,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,TDK CORP OF AMERICA,,0.01136,,,0.01136,USD,Actual,,,FCA,,1.00%,0.01136,USD,0.01136,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210247BFKAFAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,Poly Term,0402",0.000,0,TDK CORP OF AMERICA
3590,P210247BFKAFAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,Poly Term,0402",C65014,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,TDK CORP OF AMERICA,,0.01136,,,0.01136,USD,Actual,,,FCA,,1.00%,0.01136,USD,0.01136,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210247BFKAFAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,Poly Term,0402",0.000,0,TDK CORP OF AMERICA
3600,P210247BFKAAAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,,0402",C65016,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00081,,,0.00081,USD,Actual,,,FCA,,1.00%,0.00081,USD,0.00081,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210247BFKAAAD,"CAP-CERM,1,000NF,10,0000%,50,000V,X7R,,0402",0.000,0,KAMAYA INC
3610,P222043BFJAAAD,"CAP-CERM,22,000PF,1,0000%,50,000V,COG,,0402",C65017,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,KAMAYA INC,,0.00563,,,0.00563,USD,,,,,,1.00%,0.00563,USD,0.00563,VASI-Chennai,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P222043BFJAAAD,"CAP-CERM,22,000PF,1,0000%,50,000V,COG,,0402",0.000,0,KAMAYA INC
3620,P222437BFKAAAA,"CAP-CERM,220,000NF,10,0000%,25,000V,X7R,,0603",C65019,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0035,,,0.0035,USD,Actual,,,FCA,,1.00%,0.0035,USD,0.0035,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P222437BFKAAAA,"CAP-CERM,220,000NF,10,0000%,25,000V,X7R,,0603",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3630,P222437BFKAAAA,"CAP-CERM,220,000NF,10,0000%,25,000V,X7R,,0603",C65020,650_RADION-S,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.0035,,,0.0035,USD,Actual,,,FCA,,1.00%,0.0035,USD,0.0035,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P222437BFKAAAA,"CAP-CERM,220,000NF,10,0000%,25,000V,X7R,,0603",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3640,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67001,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3650,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67002,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3660,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67003,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3670,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67004,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3680,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67005,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3690,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67006,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3700,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67007,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3710,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",C67008,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.00115,,,0.00115,USD,Actual,,,FCA,,1.00%,0.00115,USD,0.00115,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210417BFKAAAD,"CAP-CERM,100,000NF,10,0000%,10,000V,X7R,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3720,P210517BFKFA01,"CAP-CERM,1,000uF,10,0000%,10,000V,X7S,,0402",C67009,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,,,,0,USD,Actual,,,FCA,,1.00%,0,USD,0,No usage,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210517BFKFA01,"CAP-CERM,1,000uF,10,0000%,10,000V,X7S,,0402",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3730,P210617BFKAAAB,"CAP-CERM,10uF,10%,10V,X7R,,0805",C67010,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.032,,,0.032,USD,Actual,,,FCA,,1.00%,0.032,USD,0.032,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210617BFKAAAB,"CAP-CERM,10uF,10%,10V,X7R,,0805",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3740,P210617BFKAAAB,"CAP-CERM,10uF,10%,10V,X7R,,0805",C67011,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.032,,,0.032,USD,Actual,,,FCA,,1.00%,0.032,USD,0.032,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210617BFKAAAB,"CAP-CERM,10uF,10%,10V,X7R,,0805",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
3750,P210617BFKAAAB,"CAP-CERM,10uF,10%,10V,X7R,,0805",C67012,670_ANC_ADC,2,,EBOM,Each,Buy,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Usage,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER,,0.032,,,0.032,USD,Actual,,,FCA,,1.00%,0.032,USD,0.032,Chihuahua,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210617BFKAAAB,"CAP-CERM,10uF,10%,10V,X7R,,0805",0.000,0,MURATA ELECTRONICS ROCK MART DISTRIBUTION CENTER
